Name,Review Count,Ratings,Bike Station Id,Category
Select Car Rental,6,2.0,70,"['autorepair', 'carrental', 'carwash']"
Dollar Car Rental,36,2.0,70,['carrental']
Car Rental Cambridge,2,5.0,73,['carrental']
Thrifty Car Rental,39,1.5,75,['carrental']
Hertz Rent A Car,53,3.0,75,['carrental']
Car Rental Cambridge,2,5.0,77,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,78,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,79,['carrental']
Thrifty Car Rental,39,1.5,81,['carrental']
Car Rental Cambridge,2,5.0,82,['carrental']
Budget Car Rental,22,1.5,82,['carrental']
Dollar Car Rental,21,2.5,83,['carrental']
Budget Car Rental,5,2.5,85,['carrental']
Avis Car Rental,21,2.0,85,['carrental']
Budget Car and Truck Rental,2,1.0,85,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,91,['carrental']
Hertz Rent A Car,53,3.0,91,['carrental']
Hertz Rent A Car,53,3.0,94,['carrental']
Hertz Rent A Car,53,3.0,95,['carrental']
National Car Rental,14,4.0,99,['carrental']
Select Car Rental,6,2.0,99,"['autorepair', 'carrental', 'carwash']"
Thrifty Car Rental,2,2.5,99,['carrental']
Dollar Car Rental,36,2.0,99,['carrental']
Budget Car Rental,5,2.5,100,['carrental']
Avis Car Rental,21,2.0,100,['carrental']
U-Save Car & Truck Rental,57,1.5,101,"['carrental', 'truck_rental']"
Car Rental Cambridge,2,5.0,102,['carrental']
Car Rental Cambridge,2,5.0,103,['carrental']
U-Save Auto & Truck Rental,2,3.0,105,['carrental']
Car Rental Cambridge,2,5.0,107,['carrental']
U-Save Auto & Truck Rental,1,1.0,109,['carrental']
U-Save Auto & Truck Rental,1,1.0,110,['carrental']
National Car Rental,14,4.0,111,['carrental']
Thrifty Car Rental,2,2.5,111,['carrental']
Select Car Rental,6,2.0,111,"['autorepair', 'carrental', 'carwash']"
Dollar Car Rental,36,2.0,111,['carrental']
National Car Rental,14,4.0,112,['carrental']
Thrifty Car Rental,2,2.5,112,['carrental']
Budget Car Rental,1,1.0,112,['carrental']
Select Car Rental,6,2.0,112,"['autorepair', 'carrental', 'carwash']"
Dollar Car Rental,36,2.0,112,['carrental']
Budget Car Rental,28,2.0,114,['carrental']
Thrifty Car Rental,39,1.5,116,['carrental']
U-Save Auto & Truck Rental,1,1.0,118,['carrental']
Car Rental Cambridge,2,5.0,119,['carrental']
U-Save Auto & Truck Rental,1,1.0,122,['carrental']
Car Rental Cambridge,2,5.0,125,['carrental']
Thrifty Car Rental,39,1.5,125,['carrental']
Car Rental Cambridge,2,5.0,131,['carrental']
Car Rental Cambridge,2,5.0,133,['carrental']
Car Rental Cambridge,2,5.0,135,['carrental']
Thrifty Car Rental,39,1.5,135,['carrental']
Thrifty Car Rental,39,1.5,141,['carrental']
Budget Car Rental,22,1.5,141,['carrental']
National Car Rental,14,4.0,142,['carrental']
Thrifty Car Rental,2,2.5,142,['carrental']
Dollar Car Rental,21,2.5,142,['carrental']
Budget Car Rental,1,1.0,142,['carrental']
Car Rental Cambridge,2,5.0,145,['carrental']
Budget Car Rental,5,2.5,147,['carrental']
Avis Car Rental,21,2.0,147,['carrental']
Select Car Rental,6,2.0,147,"['autorepair', 'carrental', 'carwash']"
National Car Rental,14,4.0,148,['carrental']
Thrifty Car Rental,2,2.5,148,['carrental']
Select Car Rental,6,2.0,148,"['autorepair', 'carrental', 'carwash']"
Budget Car Rental,1,1.0,148,['carrental']
Dollar Car Rental,36,2.0,148,['carrental']
National Car Rental,22,4.0,150,['carrental']
Budget Car Rental,5,2.5,150,['carrental']
Avis Car Rental,21,2.0,150,['carrental']
Select Car Rental,6,2.0,150,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,150,['carrental']
National Car Rental,14,4.0,159,['carrental']
Thrifty Car Rental,2,2.5,159,['carrental']
Select Car Rental,6,2.0,159,"['autorepair', 'carrental', 'carwash']"
Budget Car Rental,1,1.0,159,['carrental']
Dollar Car Rental,36,2.0,159,['carrental']
U-Save Auto & Truck Rental,1,1.0,160,['carrental']
National Car Rental,14,4.0,163,['carrental']
Thrifty Car Rental,2,2.5,163,['carrental']
Select Car Rental,6,2.0,163,"['autorepair', 'carrental', 'carwash']"
Budget Car Rental,1,1.0,163,['carrental']
Dollar Car Rental,36,2.0,163,['carrental']
Dollar Car Rental,21,2.5,164,['carrental']
Budget Car Rental,22,1.5,165,['carrental']
Budget Car Rental,22,1.5,167,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,168,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,171,['carrental']
U-Save Auto & Truck Rental,2,3.0,176,['carrental']
Budget Car Rental,22,1.5,177,['carrental']
Thrifty Car Rental,39,1.5,177,['carrental']
Car Rental Cambridge,2,5.0,179,['carrental']
Car Rental Cambridge,2,5.0,180,['carrental']
Thrifty Car Rental,39,1.5,181,['carrental']
Thrifty Car Rental,39,1.5,183,['carrental']
Dollar Car Rental,21,2.5,185,['carrental']
National Car Rental,22,4.0,192,['carrental']
Budget Car Rental,28,2.0,192,['carrental']
Budget Car and Truck Rental,2,1.0,192,['carrental']
National Car Rental,14,4.0,198,['carrental']
Thrifty Car Rental,2,2.5,198,['carrental']
Budget Car Rental,1,1.0,198,['carrental']
Dollar Car Rental,21,2.5,198,['carrental']
National Car Rental,22,4.0,199,['carrental']
Budget Car Rental,28,2.0,199,['carrental']
Select Car Rental,6,2.0,199,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,199,['carrental']
National Car Rental,84,3.5,200,['carrental']
Rental Car Center Boston,1,3.0,200,['carrental']
Avis Car Rental,240,1.5,200,['carrental']
Thrifty Car Rental,201,1.5,200,['carrental']
Advantage Rental Cars,117,1.0,200,['carrental']
National Car Rental,22,4.0,202,['carrental']
Select Car Rental,6,2.0,202,"['autorepair', 'carrental', 'carwash']"
Budget Car Rental,28,2.0,202,['carrental']
Thrifty Car Rental,2,2.5,202,['carrental']
Dollar Car Rental,36,2.0,202,['carrental']
National Car Rental,84,3.5,210,['carrental']
Rental Car Center Boston,1,3.0,210,['carrental']
Avis Car Rental,240,1.5,210,['carrental']
Thrifty Car Rental,201,1.5,210,['carrental']
Advantage Rental Cars,117,1.0,210,['carrental']
Budget Car Rental,28,2.0,215,['carrental']
Hertz Rent A Car,53,3.0,218,['carrental']
National Car Rental,14,4.0,221,['carrental']
Thrifty Car Rental,2,2.5,221,['carrental']
Dollar Car Rental,21,2.5,221,['carrental']
National Car Rental,14,4.0,222,['carrental']
Dollar Car Rental,21,2.5,222,['carrental']
Budget Car Rental,28,2.0,223,['carrental']
Select Car Rental,6,2.0,223,"['autorepair', 'carrental', 'carwash']"
Dollar Car Rental,21,2.5,227,['carrental']
National Car Rental,22,4.0,229,['carrental']
Budget Car Rental,28,2.0,229,['carrental']
Select Car Rental,6,2.0,229,"['autorepair', 'carrental', 'carwash']"
Thrifty Car Rental,2,2.5,229,['carrental']
Dollar Car Rental,36,2.0,229,['carrental']
National Car Rental,84,3.5,234,['carrental']
Rental Car Center Boston,1,3.0,234,['carrental']
Avis Car Rental,240,1.5,234,['carrental']
Thrifty Car Rental,201,1.5,234,['carrental']
Advantage Rental Cars,117,1.0,234,['carrental']
Hertz Rent A Car,53,3.0,245,['carrental']
National Car Rental,1,4.0,246,['carrental']
Dollar Car Rental,21,2.5,249,['carrental']
Thrifty Car Rental,39,1.5,250,['carrental']
Budget Car Rental,22,1.5,252,['carrental']
Thrifty Car Rental,39,1.5,252,['carrental']
National Car Rental,1,4.0,255,['carrental']
Hertz Rent A Car,53,3.0,263,['carrental']
National Car Rental,1,4.0,264,['carrental']
Car Rental Cambridge,2,5.0,267,['carrental']
Thrifty Car Rental,39,1.5,267,['carrental']
National Car Rental,22,4.0,273,['carrental']
Budget Car Rental,28,2.0,273,['carrental']
Select Car Rental,6,2.0,273,"['autorepair', 'carrental', 'carwash']"
Thrifty Car Rental,2,2.5,273,['carrental']
Dollar Car Rental,36,2.0,273,['carrental']
National Car Rental,22,4.0,280,['carrental']
Budget Car Rental,28,2.0,280,['carrental']
Select Car Rental,6,2.0,280,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,280,['carrental']
Car Rental Cambridge,2,5.0,285,['carrental']
National Car Rental,22,4.0,290,['carrental']
Budget Car Rental,28,2.0,290,['carrental']
Budget Car and Truck Rental,2,1.0,290,['carrental']
Budget Car Rental,28,2.0,294,['carrental']
Dollar Car Rental,21,2.5,295,['carrental']
Thrifty Car Rental,39,1.5,299,['carrental']
National Car Rental,22,4.0,302,['carrental']
Budget Car Rental,9,1.5,302,['carrental']
Select Car Rental,6,2.0,302,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,302,['carrental']
National Car Rental,22,4.0,303,['carrental']
Budget Car Rental,5,2.5,303,['carrental']
Avis Car Rental,21,2.0,303,['carrental']
Budget Car and Truck Rental,2,1.0,303,['carrental']
National Car Rental,22,4.0,304,['carrental']
Budget Car Rental,9,1.5,304,['carrental']
Budget Car and Truck Rental,2,1.0,304,['carrental']
National Car Rental,22,4.0,305,['carrental']
Budget Car Rental,5,2.5,305,['carrental']
Avis Car Rental,21,2.0,305,['carrental']
Budget Car and Truck Rental,2,1.0,305,['carrental']
National Car Rental,22,4.0,306,['carrental']
Budget Car Rental,9,1.5,306,['carrental']
Select Car Rental,6,2.0,306,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,306,['carrental']
National Car Rental,22,4.0,307,['carrental']
Budget Car Rental,9,1.5,307,['carrental']
Select Car Rental,6,2.0,307,"['autorepair', 'carrental', 'carwash']"
Avis Car Rental,21,2.0,307,['carrental']
Budget Car and Truck Rental,2,1.0,307,['carrental']
Budget Car Rental,5,2.5,308,['carrental']
Avis Car Rental,21,2.0,308,['carrental']
Budget Car Rental,5,2.5,309,['carrental']
National Car Rental,22,4.0,311,['carrental']
Budget Car Rental,5,2.5,311,['carrental']
Avis Car Rental,21,2.0,311,['carrental']
Budget Car and Truck Rental,2,1.0,311,['carrental']
National Car Rental,84,3.5,312,['carrental']
Rental Car Center Boston,1,3.0,312,['carrental']
Avis Car Rental,240,1.5,312,['carrental']
Thrifty Car Rental,201,1.5,312,['carrental']
Budget Car Rental,35,1.5,312,['carrental']
Advantage Rental Cars,117,1.0,312,['carrental']
Dollar Car Rental,221,1.5,312,['carrental']
Budget Car Rental,5,2.5,313,['carrental']
Avis Car Rental,21,2.0,313,['carrental']
Budget Car Rental,5,2.5,314,['carrental']
Avis Car Rental,21,2.0,314,['carrental']
Budget Car Rental,28,2.0,316,['carrental']
National Car Rental,22,4.0,317,['carrental']
Budget Car Rental,5,2.5,317,['carrental']
Avis Car Rental,21,2.0,317,['carrental']
Budget Car and Truck Rental,2,1.0,317,['carrental']
Dollar Car Rental,21,2.5,324,['carrental']
Car Rental Cambridge,2,5.0,328,['carrental']
Thrifty Car Rental,39,1.5,335,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,348,['carrental']
National Car Rental,84,3.5,351,['carrental']
Rental Car Center Boston,1,3.0,351,['carrental']
Avis Car Rental,240,1.5,351,['carrental']
Thrifty Car Rental,201,1.5,351,['carrental']
Advantage Rental Cars,117,1.0,351,['carrental']
Dollar Car Rental,221,1.5,351,['carrental']
National Car Rental,14,4.0,355,['carrental']
Thrifty Car Rental,2,2.5,355,['carrental']
Dollar Car Rental,36,2.0,355,['carrental']
U-Save Auto Van & Truck Rental,1,1.0,358,['carrental']
Hertz Rent A Car,53,3.0,359,['carrental']
Hertz Rent A Car,53,3.0,360,['carrental']
Hertz Rent A Car,53,3.0,362,['carrental']
Hertz Rent A Car,53,3.0,364,['carrental']
National Car Rental,84,3.5,365,['carrental']
Rental Car Center Boston,1,3.0,365,['carrental']
Avis Car Rental,240,1.5,365,['carrental']
Thrifty Car Rental,201,1.5,365,['carrental']
Advantage Rental Cars,117,1.0,365,['carrental']
National Car Rental,1,4.0,366,['carrental']
National Car Rental,1,4.0,368,['carrental']
National Car Rental,22,4.0,372,['carrental']
Budget Car Rental,28,2.0,372,['carrental']
Budget Car and Truck Rental,2,1.0,372,['carrental']
National Car Rental,22,4.0,373,['carrental']
Budget Car Rental,9,1.5,373,['carrental']
Select Car Rental,6,2.0,373,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,373,['carrental']
Budget Car Rental,28,2.0,374,['carrental']
National Car Rental,22,4.0,376,['carrental']
Select Car Rental,6,2.0,376,"['autorepair', 'carrental', 'carwash']"
Budget Car Rental,28,2.0,376,['carrental']
Thrifty Car Rental,2,2.5,376,['carrental']
Dollar Car Rental,36,2.0,376,['carrental']
U-Save Auto & Truck Rental,1,1.0,397,['carrental']
National Car Rental,14,4.0,404,['carrental']
Thrifty Car Rental,2,2.5,404,['carrental']
Budget Car Rental,1,1.0,404,['carrental']
Select Car Rental,6,2.0,404,"['autorepair', 'carrental', 'carwash']"
Dollar Car Rental,36,2.0,404,['carrental']
National Car Rental,14,4.0,406,['carrental']
Thrifty Car Rental,2,2.5,406,['carrental']
Budget Car Rental,1,1.0,406,['carrental']
Dollar Car Rental,21,2.5,406,['carrental']
U-Save Auto & Truck Rental,2,3.0,409,['carrental']
Dollar Car Rental,21,2.5,418,['carrental']
National Car Rental,22,4.0,421,['carrental']
Select Car Rental,6,2.0,421,"['autorepair', 'carrental', 'carwash']"
Budget Car Rental,9,1.5,421,['carrental']
Budget Car and Truck Rental,2,1.0,421,['carrental']
National Car Rental,22,4.0,422,['carrental']
Budget Car Rental,5,2.5,422,['carrental']
Avis Car Rental,21,2.0,422,['carrental']
Select Car Rental,6,2.0,422,"['autorepair', 'carrental', 'carwash']"
Budget Car and Truck Rental,2,1.0,422,['carrental']
National Car Rental,14,4.0,423,['carrental']
Thrifty Car Rental,2,2.5,423,['carrental']
Dollar Car Rental,21,2.5,423,['carrental']
Budget Car Rental,22,1.5,425,['carrental']
U-Save Car & Truck Rental,57,1.5,425,"['carrental', 'truck_rental']"
Dollar Car Rental,21,2.5,426,['carrental']
National Car Rental,14,4.0,427,['carrental']
Thrifty Car Rental,2,2.5,427,['carrental']
Budget Car Rental,1,1.0,427,['carrental']
Select Car Rental,6,2.0,427,"['autorepair', 'carrental', 'carwash']"
Dollar Car Rental,36,2.0,427,['carrental']
National Car Rental,14,4.0,435,['carrental']
Thrifty Car Rental,2,2.5,435,['carrental']
Budget Car Rental,1,1.0,435,['carrental']
Dollar Car Rental,21,2.5,435,['carrental']
Thrifty Car Rental,2,2.5,436,['carrental']
Dollar Car Rental,21,2.5,436,['carrental']
Dollar Car Rental,21,2.5,437,['carrental']
Dollar Car Rental,21,2.5,440,['carrental']
National Car Rental,14,4.0,441,['carrental']
Thrifty Car Rental,2,2.5,441,['carrental']
Dollar Car Rental,21,2.5,441,['carrental']
Budget Car Rental,1,1.0,441,['carrental']
National Car Rental,14,4.0,442,['carrental']
Thrifty Car Rental,2,2.5,442,['carrental']
Dollar Car Rental,21,2.5,442,['carrental']
Budget Car Rental,1,1.0,442,['carrental']
